event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_name,r_id,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,r_nick_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_id,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,b_nick_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner,winner_id
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",2ac9b3ccb43422d8,featherweight,0,Decision - Split,3,300,3,Mike Beltran,Sean Woodson,4682bc59d5f55145,0,73,157,46,86,170,51,0,0,,1,22,53,133,40,17,19,89,3,5,60,70,154,45,3,3,100,0,0,,72,23,4,95,4,0,The Sniper,13,2,1,187.96,65.77,198.12,Orthodox,6/7/1992,5.57,46,4.18,58,0.58,55,84,0.3,Luis Saldana,12e0fdc606f7e274,2,91,176,51,96,181,53,1,7,14,0,200,46,108,43,14,24,57,31,44,70,85,166,51,3,5,60,3,5,60,50,15,34,93,3,3,,16,7,1,180.34,65.77,185.42,Orthodox,1/27/1991,5.16,50,3.65,60,0.64,17,44,0.2,,
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",e0b98f3cf4a7cc3b,heavyweight,0,Decision - Majority,3,300,3,Jason Herzog,Marcin Tybura,c9cf753cfdf77fc2,0,47,98,47,82,135,61,0,0,,0,108,30,74,41,10,17,59,7,7,100,43,92,47,2,4,50,2,2,100,63,21,14,91,4,4,Tybur,27,11,0,190.5,112.94,198.12,Orthodox,11/9/1985,3.56,48,3.26,55,1.3,33,70,0.1,Alexandr Romanov,c0badf3243907e59,0,40,88,45,95,160,59,2,6,33,0,302,24,65,37,7,12,57,9,11,82,21,65,32,9,12,75,10,11,91,60,17,22,52,22,25,King Kong,18,3,0,187.96,118.84,190.5,Southpaw,12/11/1990,3.78,51,2.13,54,4.49,55,28,0.9,Marcin Tybura,c9cf753cfdf77fc2
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",4dac5258f22be059,welterweight,0,Decision - Unanimous,3,300,3,Mike Beltran,AJ Fletcher,725b1abc9a39d873,0,87,181,48,103,201,51,0,4,0,0,36,74,163,45,9,13,69,4,5,80,80,169,47,6,9,67,1,3,33,85,10,4,91,6,1,The Ghost,10,3,0,177.8,77.11,170.18,Switch,2/18/1997,3.36,49,4.61,46,1.54,35,33,0.9,Ange Loosa,1497e735d9f2560a,0,129,233,55,241,354,68,2,4,50,0,326,88,188,47,27,30,90,14,15,93,95,189,50,11,18,61,23,26,88,68,20,10,73,8,17,The Last Ninja,10,5,0,177.8,77.11,187.96,Orthodox,3/18/1993,5.46,46,6.59,52,2.53,39,83,0.2,Ange Loosa,1497e735d9f2560a
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",0cf7a4593fd44e59,lightweight,0,Decision - Unanimous,3,300,3,Herb Dean,Leonardo Santos,9c65736747ca92ec,0,36,81,44,41,86,48,0,3,0,0,54,21,60,35,11,16,69,4,5,80,29,74,39,7,7,100,0,0,,58,30,11,80,19,0,,18,7,1,182.88,70.31,190.5,Orthodox,2/5/1980,2.82,46,3.4,54,0.88,25,86,0.2,Jared Gordon,7026eca45f65377b,0,116,174,66,203,265,77,0,0,,0,235,67,120,56,41,46,89,8,8,100,86,136,63,26,34,76,4,4,100,57,35,6,74,22,3,Flash,21,8,0,175.26,70.31,172.72,Orthodox,9/6/1988,5.64,53,4.14,55,1.78,32,60,0,Jared Gordon,7026eca45f65377b
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",6b9f82291930bfec,flyweight,0,Submission,1,274,3,Dave Seljestad,Amir Albazi,6d35bf94f7d30241,0,12,18,66,23,29,79,2,4,50,1,156,10,16,62,1,1,100,1,1,100,3,8,38,0,0,,9,10,90,83,8,8,25,0,75,The Prince,17,3,0,165.1,56.7,172.72,Orthodox,10/27/1993,2.47,33,3.88,59,1.18,25,62,0.4,Francisco Figueiredo,cdadae5363b66eef,0,11,15,73,14,18,78,0,0,,0,0,2,3,67,4,5,80,5,7,71,11,15,73,0,0,,0,0,,18,36,45,100,0,0,Sniper,13,5,1,167.64,56.7,172.72,Southpaw,10/23/1989,2.04,61,2.59,61,2.51,75,76,0.4,Amir Albazi,6d35bf94f7d30241
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",d497d74a0df9e35e,bantamweight,0,Decision - Unanimous,3,300,3,Tyler Tomlinson,Aoriqileng,7d420039bbfe7c1a,0,72,132,54,102,163,63,0,3,0,0,2,51,107,48,14,17,82,7,8,88,61,119,51,11,13,85,0,0,,70,19,9,84,15,0,The Mongolian Murderer,26,12,0,170.18,61.23,175.26,Orthodox,6/25/1993,4.69,49,5.47,48,1.2,46,58,0,Jay Perrin,01fed6f61ebea01f,0,88,167,52,106,188,56,3,7,42,0,359,63,135,47,20,25,80,5,7,71,73,148,49,13,16,81,2,3,67,71,22,5,82,14,2,The Joker,10,7,0,170.18,61.23,170.18,Switch,6/15/1993,3.71,46,3.9,44,2.83,52,58,0,Aoriqileng,7d420039bbfe7c1a
4f853e98886283cf,UFC 278: Usman vs. Edwards,8/20/2022,"Salt Lake City, Utah, USA",06d6cde7479711ee,flyweight,0,KO/TKO,1,219,3,Dave Seljestad,Daniel Lacerda,31bb0772f21cabd8,1,22,45,48,27,51,53,0,0,,0,3,14,36,39,3,4,75,5,5,100,16,33,48,2,6,33,4,6,67,63,13,22,72,9,18,Miojo,11,6,0,167.64,56.7,177.8,Switch,6/5/1996,3.95,45,8.28,34,2.32,50,0,1.2,Victor Altamirano,dc7927cd622676a7,1,58,83,69,94,123,76,0,0,,0,115,48,71,68,9,10,90,1,2,50,15,28,54,2,2,100,41,53,77,82,15,1,25,3,70,El Magnifico,12,5,0,172.72,56.7,177.8,Switch,1/23/1991,4.58,53,3.82,53,2.88,38,63,0,Victor Altamirano,dc7927cd622676a7
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",810c9da07970c4a6,heavyweight,0,KO/TKO,3,263,5,Marc Goddard,Ciryl Gane,787bb1f087ccff8a,1,110,168,65,110,168,65,0,1,0,0,1,64,110,57,30,40,75,16,18,89,108,166,65,0,0,,2,2,100,58,27,14,98,0,1,Bon Gamin,13,2,0,193.04,112.04,205.74,Orthodox,4/12/1990,5.29,61,2.33,60,0.68,25,47,0.6,Tai Tuivasa,c62fbc117d57b943,1,29,89,32,29,89,33,0,0,,0,4,17,61,28,4,9,44,8,19,42,26,84,31,1,3,33,2,2,100,58,13,27,89,3,6,Bam Bam,15,9,0,187.96,119.75,190.5,Southpaw,3/16/1993,3.66,48,4.97,43,0,0,60,0,Ciryl Gane,787bb1f087ccff8a
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",b8ca1acdf3dc2f58,middleweight,0,Decision - Unanimous,3,300,3,Jason Herzog,Robert Whittaker,e1147d3d2dabe1ce,0,74,166,44,74,166,45,1,1,100,0,12,49,138,36,6,9,67,19,19,100,72,163,44,0,0,,2,3,67,66,8,25,97,0,2,The Reaper,27,9,0,182.88,83.91,185.42,Orthodox,12/20/1990,4.39,43,3.36,59,0.73,38,82,0,Marvin Vettori,7acbb0972e75281a,0,33,116,28,38,121,31,0,1,0,0,28,15,94,16,7,10,70,11,12,92,33,116,28,0,0,,0,0,,45,21,33,100,0,0,The Italian Dream,19,10,1,182.88,83.91,187.96,Southpaw,9/20/1993,4.74,45,4.55,56,1.41,43,68,0.4,Robert Whittaker,e1147d3d2dabe1ce
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",20f316f96c9e4458,middleweight,0,Decision - Unanimous,3,300,3,Marc Goddard,Nassourdine Imavov,881bf86d4cba8578,0,51,109,46,68,142,48,2,7,28,2,236,40,90,44,9,13,69,2,6,33,36,88,41,8,10,80,7,11,64,78,17,3,70,15,13,The Sniper,17,4,0,190.5,83.91,190.5,Orthodox,3/1/1996,4.28,54,3.17,58,0.74,32,81,1,Joaquin Buckley,b9437600497350f3,0,46,174,26,55,183,30,0,3,0,0,29,27,145,19,8,13,62,11,16,69,44,171,26,2,3,67,0,0,,58,17,23,95,4,0,New Mansa,21,7,0,177.8,77.11,193.04,Southpaw,4/27/1994,3.88,36,2.93,59,1.54,45,72,0.1,Nassourdine Imavov,881bf86d4cba8578
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",398db40015b3c81c,featherweight,0,Decision - Majority,3,300,3,Jason Herzog,William Gomis,e1d40e8782d80bc2,0,32,70,45,69,121,56,3,5,60,0,484,14,43,33,10,18,56,8,9,89,27,62,44,2,3,67,3,5,60,43,31,25,84,6,9,Jaguar,15,3,0,182.88,65.77,185.42,Southpaw,6/13/1997,3.48,49,2.76,61,0.86,38,72,0.3,Jarno Errens,082eba4cd80f736f,0,20,53,37,31,64,48,0,2,0,1,14,10,32,31,8,14,56,2,7,28,15,47,32,5,6,83,0,0,,50,40,10,75,25,0,,14,6,1,180.34,65.77,185.42,Orthodox,11/17/1994,3.29,44,3.29,61,0,0,33,0.3,William Gomis,e1d40e8782d80bc2
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",1a191251620a84ca,middleweight,0,KO/TKO,3,69,3,Rich Mitchell,Alessio Di Chirico,77d7295d1b22c694,0,39,126,30,43,131,33,0,4,0,0,62,29,109,27,6,12,50,4,5,80,38,123,31,1,3,33,0,0,,74,15,10,97,2,0,Manzo,13,7,0,182.88,83.91,187.96,Orthodox,12/12/1989,3.32,39,3.44,61,1.46,39,83,0,Roman Kopylov,9d83f6da776ff7d6,1,59,122,48,66,129,51,0,0,,0,1,37,100,37,12,12,100,10,10,100,55,118,47,4,4,100,0,0,,62,20,16,93,6,0,,14,5,0,182.88,83.91,190.5,Southpaw,5/4/1992,4.59,50,5.18,52,1.14,47,88,0,Roman Kopylov,9d83f6da776ff7d6
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",acc9a109b00a99e1,featherweight,0,Decision - Unanimous,3,300,3,Rich Mitchell,Charles Jourdain,f1d64ae34e088832,0,86,203,42,115,232,50,1,2,50,0,24,56,165,34,29,36,81,1,2,50,55,166,33,30,36,83,1,1,100,65,33,1,63,34,1,Air,18,8,1,175.26,61.23,175.26,Switch,11/27/1995,5.36,49,4.11,56,0.38,21,46,0.6,Nathaniel Wood,329e403448756217,0,97,202,48,128,234,55,5,8,62,0,270,61,157,39,14,21,67,22,24,92,78,174,45,16,22,73,3,6,50,62,14,22,80,16,3,The Last Kingsman,23,6,0,167.64,65.77,175.26,Orthodox,5/8/1993,5.64,51,4.25,54,1.35,48,73,0.5,Nathaniel Wood,329e403448756217
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",cf9035f2fc2e232f,middleweight,0,KO/TKO,1,19,3,Loic Pora,Abus Magomedov,36b8f265bcd1b7a4,1,7,7,100,7,7,100,0,0,,0,2,6,6,100,1,1,100,0,0,,3,3,100,2,2,100,2,2,100,85,14,0,42,28,28,,28,7,1,187.96,83.91,198.12,Orthodox,9/2/1990,3.07,49,3.43,55,2.61,59,100,0.4,Dustin Stoltzfus,71505842fb6455c3,0,0,2,0,0,2,0,0,0,,0,0,0,1,0,0,1,0,0,0,,0,2,0,0,0,,0,0,,0,0,0,0,0,0,,16,8,0,182.88,83.91,190.5,Orthodox,11/15/1991,3.3,45,3.23,47,2.08,37,46,1.1,Abus Magomedov,36b8f265bcd1b7a4
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",7bced112f3229b1b,lightweight,0,Decision - Unanimous,3,300,3,Marc Goddard,John Makdessi,c21a036b4e012f1c,0,73,196,37,73,196,37,0,0,,0,0,26,122,21,18,41,44,29,33,88,72,195,37,1,1,100,0,0,,35,24,39,98,1,0,The Bull,18,9,0,172.72,70.31,172.72,Orthodox,5/3/1985,5.52,49,4.15,68,0,0,86,0,Nasrat Haqparast,b7b84ccd221be298,1,64,173,36,72,181,40,2,3,66,0,35,41,139,28,19,29,66,4,5,80,60,168,36,4,5,80,0,0,,64,29,6,93,6,0,,18,6,0,177.8,70.31,182.88,Southpaw,8/22/1995,6.36,45,6,63,0.34,20,86,0,Nasrat Haqparast,b7b84ccd221be298
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",fd47032108b85cf0,lightweight,0,Decision - Unanimous,3,300,3,Rich Mitchell,Fares Ziam,1e4f273069fb9e85,0,60,108,55,111,162,69,3,7,42,0,408,34,81,42,13,14,93,13,13,100,45,78,57,2,3,67,13,27,48,56,21,21,75,3,21,The Smile Killer,18,4,0,185.42,70.31,190.5,Orthodox,3/21/1997,2.87,52,1.53,65,1.73,40,71,0.5,Michal Figlak,b4c57a8c2b773e82,0,28,96,29,55,126,44,1,5,20,0,95,13,74,18,9,16,56,6,6,100,25,88,28,0,1,0,3,7,43,46,32,21,89,0,10,Mad Dog,8,2,0,177.8,70.31,177.8,Orthodox,8/15/1996,4,39,4.93,52,0.5,12,57,0,Fares Ziam,1e4f273069fb9e85
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",3e2f00991f511607,lightweight,0,KO/TKO,2,16,3,Jason Herzog,Benoit Saint Denis,c2299ec916bc7c56,3,42,67,62,81,110,74,1,1,100,0,197,35,59,59,5,6,83,2,2,100,24,43,56,2,2,100,16,22,73,83,11,4,57,4,38,God of War,17,3,0,180.34,70.31,185.42,Southpaw,12/18/1995,5.62,58,4.09,42,4.19,35,72,1.8,Gabriel Miranda,b909a9a9688b5284,0,20,37,54,33,53,62,1,3,33,0,20,13,30,43,7,7,100,0,0,,17,34,50,3,3,100,0,0,,65,35,0,85,15,0,Fly,17,8,0,180.34,65.77,180.34,Orthodox,3/25/1990,3.23,43,6.01,37,4.75,38,0,1.9,Benoit Saint Denis,c2299ec916bc7c56
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",ca7fd237c16cec84,bantamweight,0,KO/TKO,1,195,3,Rich Mitchell,Khalid Taha,b4537562f88ac582,0,6,27,22,6,27,22,0,0,,0,0,5,25,20,1,1,100,0,1,0,6,27,22,0,0,,0,0,,83,16,0,100,0,0,The Warrior,13,5,0,165.1,61.23,175.26,Orthodox,2/15/1992,2.64,32,4.12,46,0,0,61,0.2,Cristian Quinonez,7debc13b36343605,0,19,47,40,19,47,40,0,0,,0,2,17,42,40,0,3,0,2,2,100,15,42,36,0,0,,4,5,80,89,0,10,78,0,21,Problema,19,5,0,172.72,61.23,177.8,Orthodox,4/26/1996,3.67,43,3.71,56,3.14,55,85,0.6,Cristian Quinonez,7debc13b36343605
00a905a4a4a2b071,UFC Fight Night: Gane vs. Tuivasa,9/3/2022,"Paris, Ile-de-France, France",ce62a50e97d497f9,women's featherweight,0,Submission,2,294,3,Loic Pora,Stephanie Egger,5e6294b37bbef029,0,15,22,68,47,64,73,2,7,28,1,419,9,16,56,3,3,100,3,3,100,5,11,45,3,3,100,7,8,88,60,20,20,33,20,46,,8,5,0,167.64,61.23,172.72,Orthodox,8/12/1988,2.2,46,2.48,52,2.48,42,50,0.6,Ailin Perez,06e4245d16fc5315,0,16,34,47,41,61,67,1,3,33,0,93,7,20,35,9,12,75,0,2,0,8,25,32,6,6,100,2,3,67,43,56,0,50,37,12,Fiona,13,2,0,165.1,61.23,167.64,Switch,10/5/1994,2.88,56,1.58,56,4.9,49,72,0.2,Stephanie Egger,5e6294b37bbef029
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",7e8fd03e070d0c25,welterweight,0,Submission,4,172,5,Marc Goddard,Nate Diaz,8355922d564b152c,0,101,217,46,101,217,47,0,0,,1,0,71,178,40,21,30,70,9,9,100,99,214,46,2,3,67,0,0,,70,20,8,98,1,0,,22,13,0,182.88,77.11,193.04,Southpaw,4/16/1985,4.57,45,3.77,52,1.05,30,41,1.3,Tony Ferguson,22a92d7f62195791,0,80,172,46,80,172,47,1,3,33,0,8,23,106,22,23,27,85,34,39,87,80,172,47,0,0,,0,0,,28,28,42,100,0,0,El Cucuy,26,11,0,180.34,77.11,193.04,Orthodox,2/12/1984,4.91,45,4.37,55,0.39,35,66,0.9,Nate Diaz,8355922d564b152c
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",d3e23d7d207d3ccf,catch weight,0,Decision - Split,3,300,3,Mark Smith,Li Jingliang,e64b96c07d7ce999,0,78,175,44,78,175,45,1,1,100,0,2,25,103,24,23,34,68,30,38,79,78,174,45,0,0,,0,1,0,32,29,38,100,0,0,The Leech,19,9,0,182.88,77.11,180.34,Orthodox,3/20/1988,4.46,42,3.95,56,1.19,41,60,0,Daniel Rodriguez,8a1f3b5c526cd6e6,0,88,185,47,89,186,48,0,0,,0,0,54,140,39,17,23,74,17,22,77,88,185,48,0,0,,0,0,,61,19,19,100,0,0,D-Rod,20,5,0,185.42,77.11,187.96,Southpaw,12/31/1986,7.2,49,5.4,57,0.51,50,64,0.1,Daniel Rodriguez,8a1f3b5c526cd6e6
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",0111e6a64b5184c6,catch weight,0,Submission,1,133,5,Herb Dean,Khamzat Chimaev,767755fd74662dbf,0,0,1,0,1,2,50,2,5,40,2,116,0,1,0,0,0,,0,0,,0,0,,0,0,,0,1,0,33,34,33,33,34,33,Borz,15,0,0,187.96,83.91,190.5,Orthodox,5/1/1994,4.04,60,2.32,43,5.29,55,85,1.8,Kevin Holland,3a46b268013afede,0,0,0,,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,Trailblazer,29,15,0,190.5,77.11,205.74,Orthodox,11/5/1992,4.24,49,3.21,50,0.79,36,57,0.6,Khamzat Chimaev,767755fd74662dbf
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",d869eaea38426f06,light heavyweight,0,Submission,1,277,3,Mike Beltran,Johnny Walker,c21f26bbde777573,0,3,3,100,17,21,81,1,1,100,3,130,3,3,100,0,0,,0,0,,1,1,100,1,1,100,1,1,100,100,0,0,33,33,33,,22,10,0,198.12,92.99,208.28,Orthodox,3/30/1992,3.9,54,2.99,46,0.36,50,57,0.7,Ion Cutelaba,cd13728ae1151f46,0,3,5,60,17,23,74,1,1,100,0,122,2,4,50,0,0,,1,1,100,2,2,100,0,1,0,1,2,50,66,0,33,66,0,33,The Hulk,20,11,1,185.42,92.99,190.5,Southpaw,12/14/1993,4.23,43,3.28,47,3.76,49,75,0.2,Johnny Walker,c21f26bbde777573
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",301f230c90c4bd7d,catch weight,0,Submission,1,267,3,Marc Goddard,Jailton Almeida,41e83a89929d1327,0,17,24,70,23,31,74,3,3,100,2,254,17,22,77,0,1,0,0,1,0,0,3,0,0,0,,17,21,81,100,0,0,0,0,100,Malhadinho,22,5,0,190.5,102.06,200.66,Orthodox,6/26/1991,2.23,62,1.3,43,5.64,55,60,1.7,Anton Turkalj,82529ce93cd9a2cf,0,1,1,100,19,22,86,0,0,,0,0,0,0,,0,0,,1,1,100,1,1,100,0,0,,0,0,,0,0,100,100,0,0,The Pleasure Man,8,4,0,193.04,92.99,198.12,Orthodox,6/10/1996,2.45,42,3.42,54,4.98,41,16,0,Jailton Almeida,41e83a89929d1327
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",989b8d362742f40b,catch weight,0,KO/TKO,3,141,3,Jason Herzog,Irene Aldana,578ef12674df1e6a,1,37,71,52,51,85,60,0,0,,2,60,24,57,42,5,5,100,8,9,89,19,51,37,3,3,100,15,17,88,64,13,21,51,8,40,,15,8,0,175.26,61.23,172.72,Orthodox,3/26/1988,5.19,39,6.64,56,0.15,50,77,0.2,Macy Chiasson,9cdd2da1a9104a0b,0,39,94,41,72,140,51,3,8,37,0,208,26,80,33,7,8,88,6,6,100,31,75,41,0,0,,8,19,42,66,17,15,79,0,20,,11,6,0,180.34,61.23,182.88,Orthodox,7/27/1991,3.21,46,2.76,44,1.87,35,62,0.4,Irene Aldana,578ef12674df1e6a
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",0e6d624086f7952e,featherweight,0,Decision - Unanimous,3,300,3,Herb Dean,Hakeem Dawodu,2c9d00968f818270,0,74,147,50,90,163,55,0,0,,0,12,43,109,39,18,21,86,13,17,76,57,126,45,16,20,80,1,1,100,58,24,17,77,21,1,Mean,13,4,1,172.72,65.77,185.42,Orthodox,7/2/1991,5.45,50,3.37,56,0,0,65,0,Julian Erosa,902ec2cc48c8ae8a,0,92,188,48,152,257,59,2,6,33,0,262,60,149,40,28,32,88,4,7,56,59,149,40,24,30,80,9,9,100,65,30,4,64,26,9,Juicy J,31,14,0,185.42,65.77,187.96,Southpaw,7/31/1989,6.18,48,6.31,48,1.73,43,61,0.7,Julian Erosa,902ec2cc48c8ae8a
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",db3e26d02d790c97,women's featherweight,0,Decision - Unanimous,3,300,3,Jason Herzog,Norma Dumont,d3f5d33d61cd00c9,1,52,110,47,99,161,61,2,2,100,0,401,32,80,40,8,10,80,12,20,60,33,84,39,6,7,86,13,19,68,61,15,23,63,11,25,The Immortal,13,3,0,170.18,61.23,170.18,Orthodox,10/1/1990,3.85,50,2.33,64,1.43,54,71,0,Danyelle Wolf,a7e3f02fe2b2fe30,0,20,95,21,44,120,37,0,0,,0,0,12,80,15,7,13,54,1,2,50,18,92,20,2,2,100,0,1,0,60,35,5,90,10,0,,1,1,0,180.34,65.77,177.8,Orthodox,9/8/1983,2.37,25,4.57,47,0,0,77,0.5,Norma Dumont,d3f5d33d61cd00c9
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",77acb96700e89c92,middleweight,0,KO/TKO,2,292,3,Mike Beltran,Denis Tiuliulin,0112352cb32f5026,2,73,161,45,87,178,49,0,1,0,0,59,53,131,40,19,28,68,1,2,50,52,133,39,15,15,100,6,13,46,72,26,1,71,20,8,,10,10,0,185.42,83.91,195.58,Orthodox,5/17/1988,3.61,41,5.23,38,0.96,42,72,0,Jamie Pickett,830f60497fab345a,0,60,111,54,63,114,55,0,5,0,0,35,44,90,49,13,18,72,3,3,100,56,103,54,4,8,50,0,0,,73,21,5,93,6,0,The Night Wolf,13,11,0,187.96,83.91,203.2,Orthodox,8/29/1988,2.65,47,3.62,50,1.26,40,67,0.1,Denis Tiuliulin,0112352cb32f5026
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",bf334cb4e63f3430,heavyweight,0,KO/TKO,2,144,3,Mark Smith,Jake Collier,92fa1401b7927da3,1,51,98,52,57,107,53,1,2,50,1,86,40,85,47,10,12,83,1,1,100,28,70,40,13,16,81,10,12,83,78,19,1,54,25,19,The Prototype,13,10,0,190.5,104.33,198.12,Orthodox,10/25/1988,5.8,44,5.08,50,0.71,33,67,0.6,Chris Barnett,7a5e8c94a86f9895,0,54,98,55,83,132,63,0,0,,0,67,48,89,54,1,4,25,5,5,100,25,51,49,1,5,20,28,42,67,88,1,9,46,1,51,Beastboy,23,10,0,175.26,118.39,190.5,Orthodox,6/14/1986,3.36,47,6.55,36,0,0,35,0,Chris Barnett,7a5e8c94a86f9895
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",6010f681e54ba2cd,bantamweight,0,Decision - Unanimous,3,300,3,Herb Dean,Chad Anheliger,c7c39e2fb70248b3,0,39,143,27,56,163,34,0,0,,0,0,25,118,21,8,14,56,6,11,55,35,139,25,0,0,,4,4,100,64,20,15,89,0,10,The Monster,13,8,0,167.64,61.23,162.56,Orthodox,12/1/1986,3.11,46,2.76,53,0.68,30,38,0.5,Alatengheili,1897b7b913736a7c,0,49,131,37,60,148,41,2,2,100,0,83,30,102,28,6,7,86,13,22,59,43,123,35,0,0,,6,8,75,61,12,26,87,0,12,The Mongolian Knight,17,10,2,165.1,61.23,167.64,Orthodox,12/14/1991,2.82,32,5.12,57,1.74,43,75,0,Alatengheili,1897b7b913736a7c
93bf96be327fcd98,UFC 279: Diaz vs. Ferguson,9/10/2022,"Las Vegas, Nevada, USA",a5cf273faa3982b7,women's strawweight,0,Decision - Unanimous,3,300,3,Mark Smith,Melissa Martinez,3f4c3bc822bea45d,0,45,78,57,63,96,66,1,2,50,0,162,10,38,26,17,21,81,18,19,95,37,67,55,6,8,75,2,3,67,22,37,40,82,13,4,Super Mely,8,2,0,157.48,52.16,167.64,Southpaw,8/18/1997,3.78,47,5.21,53,0.35,50,50,0,Elise Reed,ac7c765882f2c68c,1,38,70,54,65,99,66,3,3,100,0,215,15,44,34,17,19,89,6,7,86,20,51,39,12,13,92,6,6,100,39,44,15,52,31,15,,8,5,0,160.02,52.16,160.02,Orthodox,12/5/1992,3.41,53,3.26,51,0.46,60,53,0,Elise Reed,ac7c765882f2c68c
